Id;Nombre;Apellido1;Apellido2;Sexo;Nif;Direccion;Municipio;Provincia;Cp;Movil;Telefono;Correo;Nacimiento;direccion_y;diireccion_y;max_clientes;Coste
1631;Daniel;Mariscal;De Pedro;H;79691068R;Calle de la Conversión Blanca 135, 4;Zamora;Zamora;49085;638-673-686;980-574-845;danielmariscal5@email.com;06/07/1979;136;442;70;17614
1632;Laura;Cruz;Colomer;M;45899322Q;Paseo de  Versículo Rápido 54 bis, 5º;Marbella;Málaga;29250;696-324-172;950-135-015;lcruz21@correo.es;12/04/1981;365;255;57;22088
1633;Jesús;Guerrero;Carmona;H;30995856K;Avenida la Génesis Resplandeciente 168, 3;Villafranca del Panadés;Barcelona;8297;624-875-670;933-066-826;jguerrero@email.es;15/07/1953;292;323;70;16036
1634;José;Álvarez;Rosa;H;03132618H;Plaza de la Vesícula 8, 3º 6ª;Jerez de la Frontera;Cádiz;11899;648-627-200;956-573-092;j.alvarez@correo.com;11/05/1983;423;223;80;15013
1635;Irene;Gil;Ortega;M;79041476K;Plaza Reversible 151, 3;Cartagena;Murcia;30530;656-066-625;968-714-487;igil@correo.es;03/01/1989;90;491;35;24686
1636;Carlos;González;Ivars;H;59003954F;Plaza  Adjudicación Alta 89, 4º;Utrera;Sevilla;41063;688-639-305;956-935-214;cgonzalez@correo.com;21/12/1957;213;307;30;19761
1637;Javier;Osuna;Valero;H;27996140B;Avenida Conversión 258, 4º 6ª;San Sebastián;Guipúzcoa;20164;691-232-279;943-943-275;osuna57@email.es;19/09/1957;430;190;86;20732
1638;Juan José;Gómez;Salmerón;H;98635206M;Plaza Básico Bueno 198, 2º 4ª;Huesca;Huesca;22495;662-798-085;974-699-795;gomez18@mail.net;13/04/1979;374;11;72;18702
1639;José;Ruiz;Pérez;H;28570305G;Calle Vicisitud 113, 2;Algete;Madrid;28011;664-761-873;915-117-414;josruiz@mail.net;20/01/1967;441;272;42;20084
1640;María Dolores;Vizcaíno;Antequera;M;67716893V;Avenida la Recepción Sensible 297, 1º 6ª;Roquetas de Mar;Almería;4303;671-610-919;950-301-444;mvizcaino@email.net;18/06/1938;82;106;83;17336
1641;Pedro;Cordero;Aranda;H;78753945J;Avenida Cabeza 117, 2;Almería;Almería;4633;674-991-492;950-655-932;cordero11@email.es;02/09/1995;189;420;76;23571
1642;José;Martínez;Gálvez;H;06873505R;Plaza de lo Abstracto Estricto 196, 3º;Alicante;Alicante;3318;675-762-312;962-508-697;josemartinez@correo.net;24/03/1983;142;62;78;22233
1643;Óscar;López;Diez;H;01997097F;Paseo el Discípulo Humilde 218, 5º 6ª;Leganés;Madrid;28310;695-369-455;916-947-598;lopez75@email.com;02/01/1967;330;344;48;22320
1644;María José;García;Holguín;M;33180050C;Paseo de  Bisectriz Fría 231, 4º 6ª;Madrid;Madrid;28512;602-608-797;917-156-615;garcia22@email.es;23/02/1985;12;323;32;24200
1645;Juana;Torregrosa;Gallego;M;05201201G;Avenida de  Conmutativo 233, 2;Alicante;Alicante;3073;640-498-926;960-455-514;jtorregrosa@correo.es;13/12/1959;495;7;77;21447
1646;Manuel;Vidal;Ruiz;H;94521852V;Avenida Transcripción 153, 2º;Talavera de la Reina;Toledo;45799;636-340-491;925-331-351;manuelvidal@mail.net;23/01/1942;385;123;90;20953
1647;Juan;Reyes;Roda;H;35199519C;Plaza  Adicción Persistente 1, 2;Algeciras;Cádiz;11327;684-681-515;956-474-098;jreyes61@mail.es;25/04/1953;240;398;90;24556
1648;Álvaro;Melero;Barral;H;37071732X;Calle de  Hectárea 285, 5º 4ª;Maracena;Granada;18463;649-099-380;958-238-509;alvaromelero@email.es;10/06/1939;201;232;46;19254
1649;Alicia;López;Ruiz;M;15267357A;Plaza Unilateral 293, 3º 3ª;Santa Cruz de Tenerife;S.C. de Tenerife;38795;632-310-057;922-420-207;lopez30@mail.es;06/09/1975;379;334;58;17311
1650;Rosario;Mora;Álvarez;M;06292993D;Calle  Fábula Fea 125, 1º;Gandía;Valencia;46608;686-124-567;968-800-457;rosmora@correo.net;09/04/1978;243;127;85;15765
1651;Raúl;Serrano;Alcalde;H;71008379L;Calle Línea 126, 1º;Telde;Las Palmas;35166;606-355-696;928-441-609;rserrano@mail.net;12/03/1990;475;388;92;21766
1652;Fernando;Martínez;Pérez;H;96101596Y;Plaza Admisión 238, 4º 1ª;San Fernando;Cádiz;11542;680-342-166;956-921-857;fmartinez93@mail.com;20/05/1987;273;414;49;20247
1653;Isabel;García;Torrent;M;13425337F;Calle Ribosoma Serio 265, 2;Barcelona;Barcelona;8256;636-705-241;937-465-797;garcia41@mail.es;06/02/1946;400;355;83;22299
1654;José;Prados;Barceló;H;20856044N;Avenida de la Confesión 32, 6;Mataró;Barcelona;8203;645-351-938;935-595-157;joseprados@email.net;16/05/1974;323;293;84;19386
1655;Miguel;Domínguez;Martínez;H;77927311E;Calle de la Aflicción Persistente 17, 5;Madrid;Madrid;28652;667-499-794;915-716-725;migdominguez31@correo.com;16/10/1985;321;383;81;15713
1656;Francisca;Rivas;Serrano;M;16224277P;Calle Bajorrelieve Eficiente 275 bis, 2º;Gerona;Gerona;17019;645-741-722;972-649-955;f.rivas@email.com;17/11/1939;1;137;92;16733
1657;María;López;Ruiz;M;70060775S;Avenida  Zambullida Prolija 164, 5º 2ª;Algeciras;Cádiz;11551;629-923-445;956-993-593;marialopez46@correo.es;06/09/1996;59;299;77;22792
1658;Paula;Jiménez;Rodríguez;M;36422876F;Calle Conjugación 32, 6;Vitoria;Álava;1634;670-589-135;945-617-662;paulajimenez72@mail.com;13/08/1977;217;432;50;15865
1659;Vicenta;Ferrer;García;M;98020176H;Plaza Implícito 103, 4º;Galapagar;Madrid;28318;648-970-275;919-185-626;vferrer@email.es;18/09/1954;145;135;77;18325
1660;Ángel;Ibáñez;Rubio;H;23670633E;Calle de la Sugerencia Generosa 225 bis, 5º 5ª;Jaén;Jaén;23968;668-819-644;953-920-384;angibañez23@email.com;24/02/1950;404;222;83;16358
1661;Josefa;Campos;Vázquez;M;58066499D;Paseo de lo Jurídico Hermoso 257, 4;Zaragoza;Zaragoza;50156;639-650-833;976-799-743;joscampos25@correo.com;11/04/1998;209;216;64;18371
1662;Irene;Castro;Parrilla;M;57759169M;Calle de la Adaptación Suculenta 260, 1º 2ª;Barcelona;Barcelona;8930;676-123-920;937-772-222;icastro@email.es;31/07/1940;200;373;60;22242
1663;Rafael;Ramos;Egea;H;86226936M;Paseo Monohíbrido Deportivo 94, 3;Sabadell;Barcelona;8605;614-257-758;932-634-909;rramos27@correo.es;03/08/1957;4;387;77;21254
1664;Fernando;Ruiz;Barragán;H;90671100V;Paseo de  Antibiótico Verde 93, 5º 2ª;Málaga;Málaga;29836;679-790-171;951-119-737;ferruiz@correo.net;22/04/1939;188;97;38;17954
1665;Miguel Ángel;Llorente;González;H;19353801Z;Plaza Concesión Vieja 129, 3º 4ª;Rentería;Guipúzcoa;20648;633-230-379;943-838-101;llorente95@email.es;08/01/1989;16;429;80;20417
1666;Josefa;Rodríguez;González;M;91260020E;Paseo Devastación 85, 4;Pájara;Las Palmas;35450;684-680-243;928-800-937;josefarodriguez11@mail.es;16/03/1995;243;354;35;17854
1667;Juan;Sanz;Hernández;H;89953140W;Plaza de  Abstención 31, 4º 4ª;Pontevedra;Pontevedra;36652;607-434-397;986-749-690;jsanz@mail.net;18/11/1951;452;177;85;21462
1668;Susana;Suarez;Carbajo;M;62203680L;Paseo la Adivinanza Blanca 198, 6;Madrid;Madrid;28569;684-366-116;918-226-116;suarez39@email.net;14/12/1933;55;169;57;18324
1669;Javier;Abadía;Moreno;H;86503366K;Paseo Transformación Sabia 252, 3;Rota;Cádiz;11496;613-694-233;956-845-136;javierabadia@email.es;21/05/1992;252;317;45;21086
1670;Andrés;Montero;Villa;H;97929944S;Plaza la Devoción 248, 3º;Bilbao;Vizcaya;48056;613-550-697;947-089-875;amontero73@correo.net;19/05/1968;284;369;90;15330
1671;Carmen;Suarez;Bernabé;M;07240874Z;Plaza de  Genoma 201, 5;Bilbao;Vizcaya;48940;651-935-971;945-116-007;c.suarez@email.com;01/12/1988;466;84;49;16147
1672;Margarita;González;Vélez;M;58157747Q;Plaza de  Monocárpico 163, 3º 6ª;Marbella;Málaga;29145;696-604-012;958-623-524;margarita.gonzalez@correo.es;12/05/1963;48;376;77;19844
1673;María Pilar;García;Jiménez;M;14103187R;Calle el Júbilo 257, 2º 1ª;Barcelona;Barcelona;8095;626-026-538;935-521-581;mari.garcia@mail.es;13/03/1970;226;194;75;23960
1674;María;Villegas;Lozano;M;06298015V;Calle Estratega Prolijo 125, 4º 2ª;Segovia;Segovia;40735;617-906-729;921-492-924;marvillegas@mail.es;06/03/1979;157;348;39;21307
1675;María Dolores;García;García;M;26077109P;Calle  Dibujo Viajero 176, 4;Caravaca de la Cruz;Murcia;30837;643-113-828;968-002-912;mgarcia@email.es;14/01/1963;156;407;43;23008
1676;Ángela;García;De Frutos;M;38188666H;Avenida Partenocarpia 139, 2;Madrid;Madrid;28007;694-879-831;910-189-737;agarcia@mail.es;04/02/1965;231;343;42;16881
1677;María Luisa;Plaza;Cano;M;70021291E;Plaza Consejo 138, 5º;Logroño;La Rioja;26873;619-568-408;941-697-538;mariplaza53@email.com;17/09/2000;397;10;66;18546
1678;Adrián;Hernández;Villar;H;68606864A;Paseo Avidez Enferma 181, 2º;Madrid;Madrid;28511;663-766-763;910-702-388;adrianhernandez@correo.es;03/10/1941;86;249;45;23584
1679;Marta;Andreu;Buitrago;M;67847029L;Plaza  Soberanía Enferma 7 bis, 1º 5ª;Valencia;Valencia;46040;682-045-514;969-109-133;martaandreu76@email.com;26/11/1994;14;146;81;19502
1680;Dolores;Batista;Pérez;M;64026042E;Paseo Responsabilidad 145, 3º;La Orotava;S.C. de Tenerife;38907;689-519-018;922-162-155;dolbatista65@email.net;12/04/1992;176;73;93;16945
1681;José;Sánchez;Vargas;H;08986716H;Avenida Diezmo 157, 1º;Logroño;La Rioja;26373;676-073-532;941-703-308;josesanchez@correo.es;08/02/1947;31;356;72;22927
1682;Iván;Gil;Polanco;H;04312428C;Calle  Hitita 252, 4;Mérida;Badajoz;6617;662-160-731;924-537-266;ivangil@mail.com;15/02/1964;151;468;93;24632
1683;David;Fernández;Alfonso;H;29339760V;Calle Fraternidad 152, 4;Valencia;Valencia;46078;620-101-317;961-948-334;davfernandez97@email.com;18/01/1940;496;240;84;15707
1684;Luis;González;Montoya;H;10251129Y;Calle Religión Lenta 229, 6º;Premiá de Mar;Barcelona;8865;686-676-154;932-777-746;gonzalez25@mail.es;13/12/1963;84;407;99;24971
1685;Isabel;Saiz;Duque;M;38455383G;Avenida Diversión 139, 4º;La Coruña;La Coruña;15584;608-154-496;981-180-049;isabelsaiz@email.es;19/09/1999;206;181;89;18439
1686;Gabriel;Mas;Lamas;H;46664433D;Plaza el Espermatozoide Sensible 300, 4;Olot;Gerona;17667;676-518-687;972-146-571;gabriel.mas@mail.es;14/12/1991;227;315;92;22473
1687;Francisco;Millán;Martin;H;78258891B;Paseo Ocasión Persistente 219, 1º;Jerez de la Frontera;Cádiz;11766;620-763-392;956-084-946;fra.millan@email.net;29/08/1945;115;165;86;21820
1688;Miguel Ángel;Rodríguez;Prieto;H;64790108M;Paseo Intraespecífica Inquebrantable 24, 3º 3ª;Benidorm;Alicante;3320;609-507-948;966-806-436;mrodriguez@email.es;30/11/1987;239;199;55;17521
1689;Ana;Ramón;Triviño;M;51436394E;Calle de la Coordinación 26, 3º 2ª;San Juan de Aznalfarache;Sevilla;41992;645-216-536;951-237-450;anaramon@mail.net;24/05/2000;213;460;40;22826
1690;Julio;Sosa;López;H;84316991A;Paseo Disyunción 168, 5º;Priego de Córdoba;Córdoba;14435;665-954-030;957-850-738;jsosa@mail.com;29/07/1992;486;437;97;20268
1691;Pilar;Castaño;Lema;M;01234862S;Paseo Vacío Simpático 32, 6º 2ª;Almería;Almería;4393;698-685-605;950-969-984;castaño85@correo.net;02/08/1959;65;47;35;15465
1692;María Mar;Gómez;Nicolás;M;51870727T;Calle el Vocativo 242, 1º;Pontevedra;Pontevedra;36302;620-033-858;986-553-335;margomez@mail.net;12/08/1950;125;18;64;23583
1693;Raquel;Prieto;García;M;64958676Y;Calle Complicación Gélida 79, 5º;Guadalajara;Guadalajara;19288;673-868-738;949-922-588;raqprieto@mail.net;02/02/1941;153;242;91;24299
1694;María Isabel;Pérez;Tirado;M;16168526D;Plaza Vivienda 158, 4º 6ª;Madrid;Madrid;28400;694-168-437;919-355-850;mperez13@email.net;25/06/1987;237;301;47;24604
1695;Carlos;De la Fuente;Moya;H;88052516Y;Calle Frase 167, 3;Almería;Almería;4572;670-253-221;950-315-877;card38@correo.es;28/10/1955;481;404;36;18993
1696;Mikel;Gómez;Nieto;H;38805337J;Plaza del Espermatozoide 228 bis, 2º 5ª;Alcorcón;Madrid;28697;689-448-362;918-248-779;gomez55@correo.com;08/11/1948;363;415;65;21663
1697;Félix;Sarabia;De la Calle;H;32931960P;Avenida Abstracto 29, 4º;Torrente;Valencia;46018;648-786-763;966-617-819;f.sarabia@email.com;03/08/1935;178;375;32;20287
1698;José Luis;Fernández;Ayllón;H;27014462L;Plaza  Discriminación Etérea 124, 1º;Puerto del Rosario;Las Palmas;35972;688-114-305;928-294-534;fernandez75@mail.es;06/08/1955;403;417;50;22050
1699;Ana María;Puig;Gutiérrez;M;46714410F;Avenida la Capilaridad 234, 1º 2ª;Alicante;Alicante;3725;632-611-028;966-779-736;anpuig@mail.net;19/07/1967;58;428;65;18499
1700;Isabel María;Bravo;Moreno;M;46910453K;Avenida  Programario 247, 1º 1ª;Alcobendas;Madrid;28121;614-707-536;917-240-210;isabelmaria.bravo@mail.es;06/10/1968;105;43;75;15337
1701;José Manuel;Barranco;García;H;05157496E;Avenida el Octosílabo 66, 5º 3ª;Valencia;Valencia;46755;659-636-868;962-052-341;barranco34@mail.es;07/12/1968;115;124;93;23695
1702;Sara;Del Pozo;Pereda;M;31495847S;Avenida del Bajorrelieve 158, 1º 5ª;Sabadell;Barcelona;8341;670-063-139;937-509-109;s.de@mail.com;23/09/1970;156;203;96;22242
1703;Remedios;Sánchez;Carrasco;M;67897895D;Calle la Batalla Nueva 204, 4º 3ª;Logroño;La Rioja;26079;627-603-391;941-699-041;remediossanchez@mail.net;29/06/1947;24;139;38;15420
1704;María Pilar;Jiménez;Ruiz;M;16348863A;Paseo Invisible 94, 2;Parla;Madrid;28048;684-820-239;912-624-536;jimenez61@correo.net;22/01/2000;189;93;88;24668
1705;Daniel;Jiménez;Elías;H;26674657Q;Plaza el Ribosoma Cómico 65, 4º;Murcia;Murcia;30183;604-881-984;968-325-598;djimenez21@correo.es;25/03/1972;281;342;38;19309
1706;José Luis;García;Rodríguez;H;37994369W;Calle del Laceramiento Listo 229, 2º;Arona;S.C. de Tenerife;38349;675-565-416;922-718-405;jos.garcia@mail.com;16/07/1977;183;338;46;16923
1707;Ramona;Rodríguez;Sánchez;M;19668823M;Plaza del Astronauta 8, 4;Blanes;Gerona;17672;608-684-393;972-342-852;ramrodriguez@correo.net;23/09/1952;64;460;71;22618
1708;María Carmen;Gutiérrez;Jiménez;M;60714659H;Calle  Repercusión Gélida 150, 2º 2ª;Málaga;Málaga;29632;683-405-972;956-426-645;gutierrez72@correo.com;26/07/1958;146;149;64;19198
1709;Cristina;Ortiz;Martin;M;81378730S;Avenida Oficial Bonito 230, 6º;Cabra;Córdoba;14506;617-835-724;957-380-735;criortiz@email.es;21/02/1971;228;315;42;21072
1710;Ángel;Herrera;Juárez;H;41528419X;Avenida Medieval Serio 205, 6º;Gerona;Gerona;17432;624-999-721;972-927-186;a.herrera@email.com;29/01/1984;55;380;30;23596
1711;José Manuel;González;Lozano;H;72180832R;Calle de  Envase 26, 6;Vic;Barcelona;8121;618-733-129;930-125-295;josgonzalez@email.com;25/08/1978;29;273;85;21576
1712;Ana María;Arregui;Fernández;M;37441907T;Avenida de  Acaecimiento 273, 4º;Móstoles;Madrid;28140;683-643-685;914-582-851;arregui66@email.com;08/12/1951;357;102;69;21368
1713;María Dolores;Martínez;Morato;M;15787686A;Calle Sustentación 61, 6º;Figueras;Gerona;17883;602-105-928;972-017-333;mar.martinez@correo.com;08/11/1938;168;126;82;21014
1714;Idoia;Francés;Jiménez;M;86231666C;Plaza Divergente 107, 5º 5ª;Gerona;Gerona;17123;678-747-888;972-226-231;idoiafrances@correo.com;27/06/1941;323;170;62;20179
1715;Rocío;Fernández;Ortega;M;82765255P;Plaza Revisión 27, 3;Castelldefels;Barcelona;8169;610-984-140;932-792-498;fernandez86@mail.net;14/11/1961;126;149;45;20463
1716;Raúl;Maldonado;Berrocal;H;06423667C;Calle Batalla Audaz 278, 1;Parla;Madrid;28627;670-206-752;915-161-627;rmaldonado@correo.com;09/03/1937;338;127;52;17867
1717;Alberto;Marfil;Galán;H;09589703Z;Plaza Buscador 150, 5º 1ª;Madrid;Madrid;28594;658-144-573;914-121-176;marfil3@email.com;26/01/1948;263;223;48;20859
1718;Josefa;Sánchez;Suarez;M;20914964Y;Calle de  Justicia 185, 3º 6ª;Alicante;Alicante;3317;628-747-601;969-958-912;josefasanchez73@email.es;19/10/1981;266;279;82;17397
1719;Francisco;Ponce;Moyano;H;91213630T;Avenida Divisible 200, 1º 3ª;Madrid;Madrid;28015;637-496-180;913-287-045;ponce57@mail.com;17/01/1972;287;104;97;18484
1720;María;Ortiz;Costas;M;44175973B;Avenida el Bisiesto 250, 5;Palencia;Palencia;34282;681-558-877;979-894-273;maria.ortiz@mail.com;14/08/1968;20;226;59;18570
1721;Sara;Tomas;Guerra;M;57295132Q;Avenida de  Sosiego 207, 3;Sagunto;Valencia;46285;626-628-711;964-533-212;saratomas@email.com;07/07/1994;467;196;37;22890
1722;Josefa;Traore;González;M;30162923X;Paseo Arteriosclerosis 268, 1º 3ª;Sitges;Barcelona;8261;611-990-787;939-305-131;jos.traore@email.es;31/08/1996;13;462;94;22350
1723;Antonia;Monzo;Ruiz;M;29769072B;Calle Hallazgo Rápido 25, 6;León;León;24120;640-751-901;987-037-201;amonzo35@email.es;19/05/1979;140;189;31;17077
1724;Adrián;Martínez;Pérez;H;87560939P;Plaza Predisposición 254, 5º;El Prat de Llobregat;Barcelona;8657;659-494-134;939-723-161;martinez25@mail.net;04/01/1994;242;284;41;15821
1725;Francisca;Díaz;Vargas;M;55139911X;Avenida Icónico Agotado 120, 4º;Gijón;Asturias;33747;605-664-932;980-874-162;fdiaz13@mail.es;30/04/1983;468;19;32;20071
1726;Montserrat;Rodríguez;Mora;M;80717163C;Avenida Rehabilitación 181, 2º;El Puerto de Santa María;Cádiz;11951;685-650-764;956-413-507;rodriguez90@email.com;09/08/1950;25;248;40;17547
1727;Josefa;Sierra;Garriga;M;19552895C;Avenida de  Viceversa Prolija 273, 5º 3ª;Madrid;Madrid;28940;619-799-813;918-913-218;jossierra@correo.net;08/01/1976;267;293;65;19010
1728;Ana;Lozano;Prieto;M;35178372X;Avenida de  Devastación Abstracta 214, 3;Santander;Cantabria;39841;653-709-134;942-458-256;analozano@email.net;31/07/1952;336;33;82;23594
1729;Silvia;García;Fernández;M;99506836G;Plaza del Deslizamiento Humilde 238, 6;Barcelona;Barcelona;8501;657-234-440;931-725-440;garcia70@email.net;05/05/1966;348;349;64;24803
1730;Sara;Gutiérrez;Rodríguez;M;71397973Q;Plaza del Bacilo 111, 2º;Ponferrada;León;24375;697-574-560;987-513-201;sgutierrez@email.com;15/04/1951;201;272;75;20437
1731;Elena;Arenas;Casas;M;75359534B;Paseo Brevedad Enferma 170, 4;Plasencia;Cáceres;10646;629-040-591;927-822-676;elearenas@mail.es;20/10/1936;400;279;96;16249
1732;Fernando;García;Torregrosa;H;90172904R;Calle Programario Luminoso 127, 4º;Castellón de la Plana;Castellón;12857;640-579-455;964-910-091;fergarcia@correo.es;02/06/1944;6;304;97;15099
1733;Francisco;Calatayud;Puerta;H;51434372R;Plaza de  Hidrógeno Inquebrantable 130, 5º;Mérida;Badajoz;6916;654-606-397;924-963-340;fra.calatayud@correo.net;23/12/1971;216;97;64;20344
1734;Pilar;Ribera;Mera;M;30814496Q;Paseo Débil Cauto 182, 1º;Barcelona;Barcelona;8118;681-318-145;931-076-664;pilarribera@mail.com;04/04/1942;139;91;81;20434
1735;Ana;Martínez;Carrillo;M;73011072X;Plaza de la Bienaventuranza Deportiva 36, 2º;Logroño;La Rioja;26012;607-067-191;941-587-734;martinez52@mail.net;29/10/1957;423;428;54;22456
1736;Juan;Gómez;Morata;H;32433609K;Paseo Decisión 94, 5º 1ª;Castellar del Vallés;Barcelona;8488;667-122-327;938-939-823;j.gomez@mail.es;03/11/1961;341;287;63;21086
1737;Laura;Cid;González;M;77554810Y;Paseo la Oposición 89, 6º;Vitoria;Álava;1436;681-495-477;945-764-916;lauracid@mail.com;21/04/1951;481;15;46;21816
1738;Pilar;De la Rosa;Martínez;M;66644070Y;Avenida Perspicaz 290, 2º;Madrid;Madrid;28303;642-199-847;918-048-107;p.d@email.net;27/06/1956;323;388;95;15645
1739;Ángel;Guillen;Álvarez;H;35522240M;Paseo Pretensión Veloz 246, 2;Oviedo;Asturias;33031;669-992-319;983-144-035;guillen16@email.net;19/07/1980;6;402;97;23765
1740;José;González;Fernández;H;27503932A;Avenida Trascendental Listo 76, 3º 2ª;Denia;Alicante;3604;660-660-913;964-294-978;josegonzalez@mail.com;18/01/1943;358;89;30;16613
1741;José Manuel;Monroy;Ferrer;H;67213937W;Calle Antecesor Moderno 267, 1;Zaragoza;Zaragoza;50377;633-940-940;976-862-952;josmonroy@correo.es;04/10/1949;94;246;53;23808
1742;José Luis;Da Silva;Alba;H;01219992A;Plaza la Estrella Inquebrantable 119, 1;Vigo;Pontevedra;36976;608-196-141;986-111-774;josd31@email.net;09/11/1967;447;21;72;21834
1743;Joan;Domínguez;Pérez;H;06425299L;Plaza Posibilidad 297, 1º 3ª;Valencia;Valencia;46433;636-278-280;964-343-153;joa.dominguez@correo.es;25/07/1999;377;30;32;21853
1744;María Mercedes;López;Alonso;M;67362097L;Paseo  Adversativo 132, 5º;Los Realejos;S.C. de Tenerife;38069;674-485-567;922-581-866;marilopez@mail.com;18/02/1959;342;103;56;19807
1745;Daniel;García;Mozo;H;36508523W;Calle Ascendencia 155, 4º;Castellón de la Plana;Castellón;12345;689-281-762;964-007-544;dgarcia@mail.net;04/10/1996;26;382;96;18766
1746;Rafael;Moreno;Navarro;H;82469078W;Calle Explosión 248, 5;Majadahonda;Madrid;28179;619-464-849;917-195-183;rmoreno40@mail.es;27/12/1991;110;253;78;24820
1747;José;Chacón;Suarez;H;93512213D;Plaza Covalente Deportivo 215, 2º;Alicante;Alicante;3228;630-893-217;968-561-250;jchacon11@correo.com;15/08/1984;385;151;69;19700
1748;Juan;Conde;Martin;H;45375222V;Plaza de  Bovino 160, 2;Ponferrada;León;24639;612-418-167;987-733-100;jconde100@correo.es;26/03/1955;472;456;74;21888
1749;Enrique;Pérez;Sáez;H;20011622N;Calle Básico Bajo 141, 5º;Alicante;Alicante;3619;659-311-155;961-892-423;enrperez@mail.com;17/05/1972;369;5;76;15675
1750;Alejandro;Jiménez;García;H;70811479E;Avenida de  Oposición Eficiente 263, 4º;Madrid;Madrid;28710;638-550-514;911-181-084;alejandrojimenez@email.com;16/08/1987;361;43;45;15503
1751;Salvador;González;Robles;H;28269456H;Avenida Parsimonia 37, 6º;Pontevedra;Pontevedra;36536;668-348-848;986-505-689;sgonzalez86@correo.es;31/05/1960;159;357;77;23797
1752;Francisco Javier;García;Rodríguez;H;16589153N;Paseo el Lumen Moderno 173, 5º;Manacor;Islas Baleares;7905;652-196-368;971-014-933;fragarcia85@mail.com;06/05/1957;112;377;51;21218
1753;Víctor;Vera;Cascales;H;67011069V;Avenida de la Obediencia Gentil 208, 3º;Las Rozas de Madrid;Madrid;28828;685-613-923;917-439-579;victorvera@email.es;12/03/1960;348;394;81;20326
